,FECHA,TMAX,TMIN,T_AVE,NOMBRE
751,2023-02-22,33.2,18.0,25.6,EL PALOMAR AERO
386,2023-02-22,33.2,21.2,27.200000000000003,BUENOS AIRES OBSERVATORIO
21,2023-02-22,32.6,21.4,27.0,AEROPARQUE AERO
1480,2023-02-23,33.7,14.9,24.3,NUEVE DE JULIO
1115,2023-02-23,30.6,19.5,25.05,MORON AERO
750,2023-02-23,31.5,17.3,24.4,EL PALOMAR AERO
385,2023-02-23,31.0,21.3,26.15,BUENOS AIRES OBSERVATORIO
20,2023-02-23,31.7,22.4,27.05,AEROPARQUE AERO
1479,2023-02-24,34.5,18.1,26.3,NUEVE DE JULIO
1114,2023-02-24,33.3,19.1,26.2,MORON AERO
749,2023-02-24,33.1,17.5,25.3,EL PALOMAR AERO
384,2023-02-24,32.7,20.8,26.75,BUENOS AIRES OBSERVATORIO
19,2023-02-24,29.6,22.3,25.950000000000003,AEROPARQUE AERO
1478,2023-02-25,36.0,15.6,25.8,NUEVE DE JULIO
1113,2023-02-25,34.6,17.9,26.25,MORON AERO
748,2023-02-25,34.4,17.7,26.05,EL PALOMAR AERO
383,2023-02-25,33.2,21.3,27.25,BUENOS AIRES OBSERVATORIO
18,2023-02-25,30.1,20.8,25.450000000000003,AEROPARQUE AERO
1477,2023-02-26,30.0,12.9,21.45,NUEVE DE JULIO
1112,2023-02-26,29.8,16.4,23.1,MORON AERO
747,2023-02-26,28.5,16.6,22.55,EL PALOMAR AERO
382,2023-02-26,28.0,17.9,22.95,BUENOS AIRES OBSERVATORIO
17,2023-02-26,26.2,18.0,22.1,AEROPARQUE AERO
1476,2023-02-27,33.0,12.9,22.95,NUEVE DE JULIO
1111,2023-02-27,31.4,19.4,25.4,MORON AERO
746,2023-02-27,32.0,18.0,25.0,EL PALOMAR AERO
381,2023-02-27,31.0,20.5,25.75,BUENOS AIRES OBSERVATORIO
16,2023-02-27,28.1,20.5,24.3,AEROPARQUE AERO
1475,2023-02-28,38.5,17.8,28.15,NUEVE DE JULIO
1110,2023-02-28,36.8,21.7,29.25,MORON AERO
745,2023-02-28,37.0,20.2,28.6,EL PALOMAR AERO
380,2023-02-28,36.4,22.4,29.4,BUENOS AIRES OBSERVATORIO
15,2023-02-28,32.6,22.5,27.55,AEROPARQUE AERO
1474,2023-03-01,37.9,20.7,29.3,NUEVE DE JULIO
1109,2023-03-01,37.8,24.3,31.05,MORON AERO
744,2023-03-01,37.9,23.0,30.45,EL PALOMAR AERO
379,2023-03-01,37.6,25.5,31.55,BUENOS AIRES OBSERVATORIO
14,2023-03-01,34.1,23.5,28.8,AEROPARQUE AERO
1473,2023-03-02,40.0,21.4,30.7,NUEVE DE JULIO
1108,2023-03-02,38.9,24.1,31.5,MORON AERO
743,2023-03-02,39.5,23.0,31.25,EL PALOMAR AERO
378,2023-03-02,38.0,25.1,31.55,BUENOS AIRES OBSERVATORIO
13,2023-03-02,34.3,23.5,28.9,AEROPARQUE AERO
1472,2023-03-03,38.3,18.6,28.45,NUEVE DE JULIO
1107,2023-03-03,36.0,24.4,30.2,MORON AERO
742,2023-03-03,36.0,22.5,29.25,EL PALOMAR AERO
377,2023-03-03,35.4,25.4,30.4,BUENOS AIRES OBSERVATORIO
12,2023-03-03,32.1,23.9,28.0,AEROPARQUE AERO
1471,2023-03-04,32.5,22.3,27.4,NUEVE DE JULIO
1106,2023-03-04,34.8,24.4,29.6,MORON AERO
741,2023-03-04,34.9,23.3,29.1,EL PALOMAR AERO
376,2023-03-04,36.3,24.6,30.45,BUENOS AIRES OBSERVATORIO
11,2023-03-04,34.7,23.6,29.15,AEROPARQUE AERO
1470,2023-03-05,38.1,17.9,28.0,NUEVE DE JULIO
1105,2023-03-05,35.0,22.4,28.7,MORON AERO
740,2023-03-05,33.5,23.2,28.35,EL PALOMAR AERO
375,2023-03-05,32.8,23.5,28.15,BUENOS AIRES OBSERVATORIO
10,2023-03-05,29.7,23.1,26.4,AEROPARQUE AERO
1469,2023-03-06,37.9,21.6,29.75,NUEVE DE JULIO
1104,2023-03-06,34.4,25.5,29.95,MORON AERO
739,2023-03-06,38.3,24.6,31.45,EL PALOMAR AERO
374,2023-03-06,33.6,25.4,29.5,BUENOS AIRES OBSERVATORIO
9,2023-03-06,32.1,25.1,28.6,AEROPARQUE AERO
1468,2023-03-07,33.6,20.5,27.05,NUEVE DE JULIO
1103,2023-03-07,33.7,21.8,27.75,MORON AERO
738,2023-03-07,33.8,21.4,27.6,EL PALOMAR AERO
373,2023-03-07,33.0,21.8,27.4,BUENOS AIRES OBSERVATORIO
8,2023-03-07,30.6,22.2,26.4,AEROPARQUE AERO
1467,2023-03-08,32.6,15.8,24.200000000000003,NUEVE DE JULIO
1102,2023-03-08,34.2,22.9,28.55,MORON AERO
737,2023-03-08,34.4,20.2,27.3,EL PALOMAR AERO
372,2023-03-08,33.7,23.7,28.700000000000003,BUENOS AIRES OBSERVATORIO
7,2023-03-08,30.5,24.8,27.65,AEROPARQUE AERO
1466,2023-03-09,36.0,16.9,26.45,NUEVE DE JULIO
1101,2023-03-09,33.5,23.2,28.35,MORON AERO
736,2023-03-09,33.5,20.1,26.8,EL PALOMAR AERO
371,2023-03-09,33.3,23.8,28.55,BUENOS AIRES OBSERVATORIO
6,2023-03-09,31.6,24.1,27.85,AEROPARQUE AERO
1465,2023-03-10,35.7,19.2,27.450000000000003,NUEVE DE JULIO
1100,2023-03-10,38.7,25.9,32.3,MORON AERO
735,2023-03-10,38.6,25.7,32.15,EL PALOMAR AERO
370,2023-03-10,36.8,26.0,31.4,BUENOS AIRES OBSERVATORIO
5,2023-03-10,33.1,25.1,29.1,AEROPARQUE AERO
1464,2023-03-11,39.4,19.9,29.65,NUEVE DE JULIO
1099,2023-03-11,40.0,26.0,33.0,MORON AERO
734,2023-03-11,39.5,23.2,31.35,EL PALOMAR AERO
369,2023-03-11,38.9,25.5,32.2,BUENOS AIRES OBSERVATORIO
4,2023-03-11,35.6,26.5,31.05,AEROPARQUE AERO
1463,2023-03-12,39.6,23.6,31.6,NUEVE DE JULIO
1098,2023-03-12,37.6,27.8,32.7,MORON AERO
733,2023-03-12,37.0,26.5,31.75,EL PALOMAR AERO
368,2023-03-12,36.5,28.0,32.25,BUENOS AIRES OBSERVATORIO
3,2023-03-12,34.6,27.8,31.200000000000003,AEROPARQUE AERO
1462,2023-03-13,38.1,22.1,30.1,NUEVE DE JULIO
1097,2023-03-13,35.8,27.1,31.45,MORON AERO
732,2023-03-13,35.5,26.6,31.05,EL PALOMAR AERO
367,2023-03-13,35.0,27.0,31.0,BUENOS AIRES OBSERVATORIO
2,2023-03-13,31.8,26.4,29.1,AEROPARQUE AERO
1461,2023-03-14,31.8,22.9,27.35,NUEVE DE JULIO
1096,2023-03-14,37.0,26.8,31.9,MORON AERO
731,2023-03-14,37.0,26.9,31.95,EL PALOMAR AERO
366,2023-03-14,37.0,27.6,32.3,BUENOS AIRES OBSERVATORIO
1,2023-03-14,35.1,27.4,31.25,AEROPARQUE AERO
1460,2023-03-15,32.6,21.8,27.200000000000003,NUEVE DE JULIO
1095,2023-03-15,31.4,25.9,28.65,MORON AERO
730,2023-03-15,30.8,24.2,27.5,EL PALOMAR AERO
365,2023-03-15,30.6,26.6,28.6,BUENOS AIRES OBSERVATORIO
0,2023-03-15,30.6,24.5,27.55,AEROPARQUE AERO
